Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Industrial systems,Sensor data,Remaining Useful Life,Hybrid,"['Maximum-a-posteriori estimation', 'Maximum likelihood estimation', 'Kalman filter']",Yes: Kalman filter,4,2-s2.0-85144295333
"Industrial components or machinery (general), potentially applicable to HVAC or manufacturing systems, but unspecified in the abstract",Sensor data,Remaining Useful Life,Data driven,"Fusion of multi-sensor signals, probability density function estimation",Yes: degradation indicators and staged modeling provide interpretability,4,2-s2.0-85143735971
Nuclear Power Plants,"Sensor data, Time series",Fault prediction,Data driven,"['Principal Component Analysis (PCA)', 'Deep Neural Network Autoencoder (DNNAE)', 'Convolutional Neural Network Autoencoder (CNNAE)', 'One-Class Support Vector Machine (OC-SVM)', 'Clustering (DBSCAN)', 'Reconstruction Error (RecErr) thresholding']",No,4,2-s2.0-85188834109
3D printing,Sensor data,Anomaly detection,Data driven,LSTM,No,3,2-s2.0-85163106430
Chip manufacturing,Sensor data,Fault prediction,Bayesian deep learning / Data driven,Bayesian convolutional neural network (PBCNN),Yes: Bayesian uncertainty quantification,4,2-s2.0-85140136291
Industrial machinery / Mechanical systems,Sensor data,Fault prediction,Data driven,"Deep neural networks (DNN), custom deep feature interactive network (DFINet)",No,2,2-s2.0-85181694145
Nuclear reactors / Microreactors,Sensor data,Fault prediction,Data driven,"['Principal Component Analysis', 'Support Vector Machines', 'Deep Neural Networks', 'Convolutional Neural Networks']",No,4,2-s2.0-85144394582
Aerospace components / Engine prognostics,"['Sensor data', 'Time series']",Remaining Useful Life,Data driven,"['Graph Neural Networks (GNN)', 'CNN']",No,4,2-s2.0-85093870453
Pharmaceutical facilities,Sensor data,Fault prediction,Data driven,"['LSTM', 'Attention mechanism (AM)', 'SPRT']",No,3,2-s2.0-85124607479
Rocket hardware systems / Aerospace systems,"Sensor data, Time series",Fault prediction,Data driven,Unscented Kalman Filter (UKF),Yes: Residual error analysis for fault detection,2,2-s2.0-85188004371
Geothermal exploration and mapping in volcano areas,"['Sensor data', 'Images', 'Time series']",['Geothermal resource potential mapping'],Data driven,"Remote sensing analysis (composite bands, NDVI, LST split windows algorithm)",Yes: Use of spectral and temperature indices for interpretability,3,2-s2.0-85100251594
Commercial buildings,Sensor data,"['Fault prediction', 'Remaining Useful Life']",Data driven,"Not explicitly specified (focus on sensors and analytics, implying statistical or machine learning approaches)",No,4,2-s2.0-105007525455
Maritime and energy industries,"['Sensor data', 'Time series']","['Risk assessment', 'Decision support']",Hybrid,"Vessel state observer, data-driven models, prior knowledge incorporation",Yes: Rule-based and prior knowledge integration,3,2-s2.0-85117081072
Nuclear power plants,"Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,"Neural operators, Wavelet transform",No,4,2-s2.0-85150227018
"Critical infrastructure systems (water distribution, power systems)",Sensor data,Anomaly localization,Knowledge based,Bayesian networks,Yes: Bayesian networks,2,2-s2.0-85197392032
Steel-based mass production,Sensor data,Fault prediction,Data driven,Linear model,Yes: Linear model,4,2-s2.0-85140791444
Aircraft engines / Aerospace systems,Sensor data,Fault prediction,Supervised learning / Data driven,"['Support vector machine (SVM)', 'Multi-layer perceptron (MLP)', 'Decision tree (DT)']",Yes: Decision tree (DT),2,2-s2.0-85105582732
Industrial systems,Sensor data,Fault prediction,Data driven,"Observer-based methods, Lyapunov stability analysis",Yes: Lyapunov method and observer outputs provide interpretability,2,2-s2.0-105001284094
Other,Images,Environmental observation data / Cloud composition,Hybrid,"Distributed control methods, Model Predictive Control",Yes: Rules and control logic,0,2-s2.0-85149635055
Renewable energy systems,Sensor data,Fault prediction,Data driven,Random Forest,Yes: Random Forest,4,2-s2.0-105000532172
Vehicle systems / Automotive,"['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,"['SVM', 'CNN', 'DNN']",No,1,2-s2.0-105007551906
Electrical transformer systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"Finite element modeling, signal analysis",Yes: physical modeling and differential analysis,4,2-s2.0-105007544028
Process safety/environment protection,Sensor data,Fault prediction,Hybrid,"['Limit Checking', 'Artificial Neural Network', 'Fuzzy Logic', 'Adaptive Neuro-Fuzzy Inference System', 'Linear Parameter-Varying model', 'Kalman filter', 'Bayes classifier']","Yes: Limit Checking, Fuzzy Logic, Bayes classifier",1,2-s2.0-85113744435
Chemical processing / Petroleum refining,Sensor data,Fault prediction,Data driven,"['SVM', 'Random Forest']",Yes: Confusion matrices and variable importance analysis,3,2-s2.0-85135386875
Industrial motors / Electrical systems,Sensor data,Fault prediction / Fault detection,Rules and/or logic based,"Luenberger observer, Residual analysis, Dynamic regressor extension and mixing",Yes: Residual-based diagnostic process,2,2-s2.0-85175956251
Other,"Sensor data, Time series",Integrity monitoring / Fault detection,Data driven,Factor graph optimization,Yes: Interpretable,0,2-s2.0-85168546228
Commercial buildings,"Sensor data, Time series, Structured data",Energy consumption prediction,Data driven,"['Boosted ensembled regression trees', 'K-Nearest Neighbors Regression (K-NN)', 'Extra Trees Regressor (ETR)', 'Voting Hybrid Regression (VHR)', 'Multi-Layer Perceptron Regression (MLPR)']",No,4,2-s2.0-105003566295
Medical equipment / Healthcare systems,Sensor data,Productivity estimation,Data driven,Machine Learning,No,3,2-s2.0-85204960764
Spacecraft systems,Sensor data,Remaining Useful Life,Data driven,"CNN, Genetic algorithm",No,1,2-s2.0-85167582985
Industrial systems (specifically compressor systems in geothermal plants),Sensor data,Fault prediction,Data driven,"Empirical Mode Decomposition, Principal Component Analysis, Supervised Machine Learning",No,3,2-s2.0-85142828269
Offshore mooring systems,Sensor data,Remaining Useful Life,Data driven,Data analysis and mooring load modeling (implied) / Digital Twin technology,Yes: rules-based and data-driven combination,4,2-s2.0-85209948065
Smart grid,Sensor data,Fault prediction,Hybrid,"Machine learning, Deep learning, Neural networks, Hierarchical clustering",Yes: Explainable AI,3,2-s2.0-105005852731
"Industrial systems (implied by context, such as vibration data for predictive maintenance)","Sensor data, Time series",Fault prediction,Data driven,Spiking neural networks (SNN),No,3,2-s2.0-85140757509
Industrial systems,Images,Fault prediction,Data driven,CNN,No,4,2-s2.0-105007539993
Road tunnels monitoring,"Sensor data, Time series",Fault prediction,Data driven,AI models (specific techniques not specified),No,4,2-s2.0-85126212351
Planetary exploration / Spacecraft systems,Sensor data,Fault prediction,Data driven,Supervised machine learning,No,1,2-s2.0-85188012500
Oil and Gas offshore production systems,Sensor data,Remaining Useful Life,Hybrid,['Hybrid methods combining global and local analyses'],Yes: hybrid analysis and damage calculation methods,4,2-s2.0-85209940447
Manufacturing plants / Mechanical engineering,Sensor data,Fault prediction,Data driven,Vibration analysis,Yes: vibration analysis,2,2-s2.0-85172335831
"Power converters in industrial systems (e.g., aerospace, photovoltaic, smart grids, electric vehicles)","Sensor data, Time series, Structured data",Fault prediction,Data driven,"1D-CNN, t-SNE",No,4,2-s2.0-105002468200
Wastewater treatment processes,Sensor data,Fault prediction,Data driven,Kernel partial least squares (PLS),Yes: Partial Least Squares (PLS) is interpretable,2,2-s2.0-85091624491
Other,['Sensor data'],['Position estimation'],Hybrid,['Kalman filter'],Yes: Kalman filter provides interpretable state estimation and fault detection,1,2-s2.0-85191243045
Water treatment / Membrane filtration systems,Sensor data,Fault prediction,Data driven,"['MLPNN', 'Support Vector Machine', 'Principal Component Analysis']",No,4,2-s2.0-85151613513
Other,Sensor data,Fault prediction,Hybrid,"Finite state machine, digital twin simulation","Yes: Finite state machine, rule-based logic",2,2-s2.0-85187994623
Spacecraft systems / CubeSat telemetry,Telemetry data,Fault prediction,Data driven,Unsupervised learning,Yes: unsupervised learning,3,2-s2.0-85187974761
Industrial machinery / bearings,Sensor data,Fault prediction,Data driven,"Convolutional Neural Network (CNN), Data fusion mechanism, Attention mechanism",No,2,2-s2.0-85176096073
Electric Vehicle Charging Systems,Sensor data,Fault prediction / System safety status,Data driven,Not specified in the abstract,No,2,2-s2.0-105000467536
Electrical power transmission and distribution,"Images, Acoustic data, Thermal data, Visual data, Reference spectra","Fault prediction, Remaining Useful Life",Data driven,"Multispectrum analysis, sensor fusion",Yes: rule-based analysis for multispectrum data,2,2-s2.0-85181822505
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,"['Auto Associative Kernel Regression (AAKR)', 'Random Forest (RF)']",Yes: Random Forest (RF): Tree-based models are generally interpretable; AAKR is a kernel regression method which can be considered explainable in terms of feature relevance,4,2-s2.0-85125943466
Offshore cranes,['Sensor data'],"['Structural health monitoring', 'Loads and stresses prediction']",Physics based,"['Finite Element Method', 'Model reduction techniques']",Yes: Physics-based models,4,2-s2.0-85140744557
Chemical processes,Sensor data,Fault prediction,Data driven,Convolutional Neural Networks (U-ConvNet),No,3,2-s2.0-105008515660
Offshore wind energy,Sensor data,Fault prediction,Data driven,"Numerical simulation models, Digital twin",Yes: Digital twin and simulation-based models,4,2-s2.0-85117124297
"Electrical machines, gearboxes, and mechanisms",Sensor data,Fault prediction,Hybrid,Chaotic oscillators synchronization,Yes: synchronization error analysis,3,2-s2.0-85182948991
Floating Offshore Wind,"Sensor data, Numerical models, State-observer data","Fault prediction, Failure detection",Physics based,"Digital twins, State-observer models","Yes: physics-based models, digital twins",4,2-s2.0-85173618814
Navigation systems / Sensor systems,Sensor data,Fault prediction,Rules and/or logic based,Kalman Filter,Yes: rules-based / analytical formulas,2,2-s2.0-85147974969
Chemical process industries,Sensor data,Water transport / CUI risk estimation,Data driven,Not specified,No,4,2-s2.0-85201269119
Aero-engine fuel metering device systems,Signal features (not raw sensor signals),Fault prediction / Diagnosis strategy optimization,Rules and/or logic based,"Heuristic evaluation function, dependency matrix (D-matrix)",Yes: heuristic evaluation function and dependency-based modeling,2,2-s2.0-85204470514
Natural gas pipeline systems,Sensor data,Leakage detection and localization,Data driven,['Attention-based LSTM'],Yes: Attention mechanism,4,2-s2.0-85152937802
Other,Images,Fault prediction,Other,"Fault detection, isolation, and recovery algorithms","Yes: fault detection, isolation, and recovery algorithms",0,2-s2.0-85167608488
Other,"['Sensor data', 'Electromagnetic spectrum data', 'Images', 'IR images']","['Earthquake detection', 'Disaster mapping']",Data driven,"Electromagnetic analysis, remote sensing",No,0,2-s2.0-85187995545
Space systems / Satellite maintenance,"Sensor data, Data analytics","Remaining Useful Life, Fault prediction",Data driven,"Machine learning, Data analytics",No,2,2-s2.0-85218500739
Hydraulic systems,"Sensor data, Time series",Remaining Useful Life,Data driven,Supervised learning,No,4,2-s2.0-85121115790
Rocket systems / aerospace,Sensor data,Fault prediction,Data driven,Neural network,No,0,2-s2.0-85100914586
Industrial electromechanical systems,Sensor data,Fault prediction,Data driven,"['K-Nearest Neighbour (KNN)', 'Support Vector Regression (SVR)', 'Random Forest (RF)']",Yes: Random Forest (RF),3,2-s2.0-85095681554
Dynamic systems (water tank level control system),Sensor data,Root cause analysis,Hybrid,"['Petri net', 'Bayesian network']",Yes: Petri net and Bayesian network provide interpretable structures,4,2-s2.0-85178461663
Automotive systems,Sensor data,Fault prediction,Data driven,"Magnetic flux analysis, Digital twin technology",Yes: rule-based and interpretability of flux variation analysis,3,2-s2.0-105001482616
Industrial rotating machinery / Mechanical systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['Quadratic Discriminant', 'Neural Network']",No,3,2-s2.0-85133469922
Aerospace systems / Turbofan engines,"Sensor data, Time series","Remaining Useful Life, Fault prediction, Root cause analysis",Data driven,"AI/ML algorithms, Unsupervised learning",No,3,2-s2.0-85150826289
Other,Sensor data,Fault prediction,Rules and/or logic based,"Hardware-based fault detection, anomaly detection",Yes: Rules-based / Anomaly detection,1,2-s2.0-105010676882
"Industry 4.0 / Manufacturing environments (cyber-physical production systems, CPPS)",Time series,Fault prediction,Data driven,Siamese neural network with 2D convolutions and graph convolutions,Yes: integration of expert knowledge for masking irrelevant data streams,4,2-s2.0-85116483959
Other,Sensor data,Fault prediction,Data driven,"['Support Vector Machine (SVM)', 'Ensemble of Neural Network (ENN)', 'Principal Component Analysis (PCA)', 'Extreme Learning Machine (ELM)']",No,2,2-s2.0-85098631167
