Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Water conservancy facilities,"['Sensor data', 'Time series', 'Meteorological information', 'Historical operation data']",Operational status prediction,Data driven,"['BiLSTM', 'Bayesian network']",No,2.0,2-s2.0-105002677457
Manufacturing / Lean Manufacturing,"Sensor data, IoT data, Time series","Predictive maintenance, Operational insights",Data driven,Machine learning (ML),No,1.0,2-s2.0-85217179296
Industrial systems,Sensor data,Fault prediction,Data driven,,No,4.0,2-s2.0-85197268965
Manufacturing,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,"Deep Learning, Machine Learning",No,3.0,2-s2.0-105001490408
Photovoltaic (PV) power generation,"['Sensor data', 'Time series']","['Remaining Useful Life', 'Fault prediction']",Data driven,['AI algorithms'],No,3.0,2-s2.0-105002696634
Transformer oil diagnostics,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,Not explicitly specified,No,2.0,2-s2.0-85195547039
Manufacturing,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,4.0,2-s2.0-105007160061
Military vehicles / Armed vehicle chassis,Sensor data,Fault prediction,Data driven,Advanced algorithm (unspecified in abstract),No,2.0,2-s2.0-85214710599
Power distribution networks,Sensor data,Fault prediction,Data driven,"['Neural network', 'Particle swarm optimization']",No,3.0,2-s2.0-85195307420
Smart city infrastructures,Time series,Remaining Useful Life,Data driven,Time series forecasting,No,3.0,2-s2.0-85212059874
Industrial cooling systems,Sensor data,Fault prediction,Data driven,"Ensembled stacked self-supervised models, Shapley additive explanations",Yes: Shapley additive approach,4.0,2-s2.0-85201184982
Other,['Sensor data'],['Fault prediction'],Rules and/or logic based,Not specified,Yes: rules-based logic,1.0,2-s2.0-105004790004
Automotive systems,Wireless sensor data,Predictive maintenance and remote monitoring,Data driven,Wireless sensor design and energy transfer techniques,No,2.0,2-s2.0-85211932798
Industrial systems / Cyber-physical systems,"['Sensors', 'IoT data']","['Performance optimization', 'Operational insights']",Hybrid,"['Digital twin technology', 'Simulation']",Yes: Interpretability of virtual models and real-time feedback,2.0,2-s2.0-105002248850
Manufacturing / CNC machines,Sensor data,Remaining Useful Life,Data driven,Random Forest,Yes: Random Forest,4.0,2-s2.0-85211225264
Solar photovoltaic systems,['Sensor data'],['Fault prediction'],Rules and/or logic based,"Predefined fault categories, rule-based classification",Yes: Rule-based classification,3.0,2-s2.0-85193234938
Automobile maintenance,Sensor data,Fault prediction,Data driven,Machine learning model,No,2.0,2-s2.0-85207871464
Industrial automation systems,"Sensor data, Time series",Fault prediction,Data driven,"['Decision Trees', 'Artificial Neural Networks', 'Random Forests']","Yes: Decision Trees, Random Forests",4.0,2-s2.0-85202345233
Manufacturing / Industrial systems,Sensor data,Fault prediction,Data driven,Machine Learning,No,4.0,2-s2.0-85204765735
Electric motors / Industrial machinery,"Sensor data, Time series, Images",Fault prediction,Data driven,"Wavelet denoising, FFT, CA-CNN",No,2.0,2-s2.0-86000742855
Fuel handling equipment in mechanical production,"Sensor data, Data from virtual instrument modules","Fault prediction, Root cause analysis",Hybrid,"Particle Swarm Optimization (PSO), Cloud computing-based processing",Yes: Rule-based components and optimization process,4.0,2-s2.0-85204799885
Electric vehicles / Battery systems,Sensor data,Fault prediction,Knowledge based,Diagnosability analysis,Yes: Diagnosability analysis,3.0,2-s2.0-85214674618
Manufacturing industry,Sensor data,Fault prediction,Data driven,"Stacking ensemble, Neural network",No,3.0,2-s2.0-85147735459
Manufacturing systems,"Sensor data, Big data analytics, Digital twin data","Predictive maintenance, Fault prediction",Data driven,"AI, Digital twin technology",No,3.0,2-s2.0-105009239812
Power substations,Sensor data,Fault prediction and state estimation,Data driven,"Hierarchical Attention Network, Transfer Learning",No,4.0,2-s2.0-105007929902
Ship lock systems,"Sensor data, Time series",Fault prediction,Hybrid,"Neural networks, Knowledge reasoning",Yes: Knowledge reasoning,4.0,2-s2.0-105008280590
Intelligent buildings,"Sensor data, Time series",Fault prediction,Data driven,"Ensemble learning (Random Forest, AdaBoost)",Yes: Ensemble methods with feature importance and regularization,4.0,2-s2.0-85218352034
Pressure pipeline inspection,Sensor data,Fault prediction / Early warning,Data driven,Weighted average fusion algorithm,Yes: Fusion based on weights and feature extraction,2.0,2-s2.0-105011343081
Electrical power grid,"Sensor data, Structured data",Fault prediction,Data driven,Cost estimation method,Yes: Rules-based,2.0,2-s2.0-85194090264
Water distribution networks,"Sensor data, Time series, Unstructured data",Fault prediction,Data driven,"['ANN', 'RF', 'SVM']",No,3.0,2-s2.0-105001567287
Wireless sensor networks in extraterrestrial habitats,Event traces,Anomaly detection and diagnosis,Data driven,"Clustering, state transition, execution interval analysis",Yes: diagnosis via logged event traces,3.0,2-s2.0-85202353773
Industrial Manufacturing,Sensor data,Predictive maintenance,Data driven,Machine learning,No,3.0,2-s2.0-105005026495
Smart Agriculture,Sensor data,Fault prediction,Data driven,"['K-Nearest Neighbours', 'Random Forest', 'LSTM']",No,2.0,2-s2.0-105004738605
Rotating machinery / Industrial equipment,Sensor data,Fault prediction,Hybrid,Graph convolutional network (GCN),Yes: domain knowledge integrated via graph structure,4.0,2-s2.0-105000881158
Marine propulsion systems,Sensor data,Fault prediction,Data driven,Neural networks,No,4.0,2-s2.0-85195168993
Industrial equipment / Manufacturing,"['Sensor data', 'Images']",['Fault prediction'],Bayesian fusion / Data fusion,['Bayesian fusion algorithm'],Yes: Bayesian methods are generally interpretable,4.0,2-s2.0-105001571624
Aerospace engines,"Sensor data, Inspection reports",Degradation prediction,Hybrid,Combined domain knowledge and sensors analysis,Yes: domain knowledge and explanations based on degradation development,2.0,2-s2.0-85152213451
"Industrial systems (general), with emphasis on Industry 4.0 applications",Sensor data,Predictive maintenance,Data driven,Not specified,No,3.0,2-s2.0-85199920468
Aeroengine systems,Sensor data,Fault prediction,Data driven,Ensemble tree learners,No,2.0,2-s2.0-85190096760
Photovoltaic systems,"Sensor data, Time series",Fault prediction,Data driven,"Comparative analysis of methods (e.g., traditional and modern IoT methods, fault detection algorithms)",Yes: rule-based and comparative analysis techniques,3.0,2-s2.0-85195567210
Chip manufacturing,Sensor data,Fault prediction,Physics based,Electromagnetic fault injection analysis,Yes: Physical mechanism analysis,4.0,2-s2.0-85201408424
Aero-engines,Sensor data,Remaining Useful Life,Data driven,Encoder-decoder structure,Yes: feature extraction and interpretation methods,4.0,2-s2.0-85214915503
Manufacturing,"Multimodal data (including sensor data, high-frequency data streams)",Fault prediction,Data driven,Deep Learning,Yes: Explainable AI,4.0,2-s2.0-85217407223
Road maintenance,Time series,Fault prediction,Data driven,LSTM,No,1.0,2-s2.0-85211243334
"High-radiation environments (e.g., nuclear facilities, extreme conditions) in industrial settings",Sensor data,Fault prediction,Data driven,"['GAN', 'CTGAN', 'Random Forest', 'k-Nearest Neighbours', 'Extreme Gradient Boosting']",No,4.0,2-s2.0-105003108536
Massages Chairs,Sensor data,Remaining Useful Life,Data driven,Weibull distribution,No,2.0,2-s2.0-85201937545
Commercial buildings,['Sensor data'],"['Remaining Useful Life', 'Fault prediction', 'Root cause analysis']",Data driven,Not explicitly specified,No,3.0,2-s2.0-85211960832
Industrial equipment / machinery,"Sensor data, Time series, Unstructured data",Fault prediction,Data driven,"Pretrained features, Gaussian mixture models",Yes: Gaussian mixture models,4.0,2-s2.0-85135878274
Electromechanical equipment in industrial production,Sensor data,Fault prediction,Data driven,CNN,No,3.0,2-s2.0-85207918766
Space expeditions / Manned space missions,Sensor data,Fault prediction,Rules and/or logic based,"Hardware-based fault detection, Software-based Test Controller",Yes: Hardware and rule-based approaches,2.0,2-s2.0-85202343080
Electrical automation systems,Sensor data,Fault prediction,Data driven,Artificial Neural Network (ANN),No,4.0,2-s2.0-85219625841
Commercial buildings,Structured data,Remaining Useful Life,Statistics-based,"['Kaplan-Meier', 'Cox proportional hazard model', 'Accelerated failure time models']","Yes: Kaplan-Meier, Cox model",4.0,2-s2.0-85125352594
Aero-engine,Sensor data,"['Remaining Useful Life', 'Health status division', 'Reliability assessment']",Data driven,"['Principal component analysis', 'MOSE network', 'BIGRU network']",No,4.0,2-s2.0-85189296412
Industrial rotating machinery,Sensor data,Fault prediction,Data driven,K-means clustering,Yes: Cluster analysis,4.0,2-s2.0-85191421012
Commercial appliances / Consumer electronics (specifically refrigerators),Sensor data,Fault prediction,Data driven,Machine Learning,No,4.0,2-s2.0-85119683081
Other,Structured data,Fault prediction,Rules and/or logic based,Dependency-based logic,Yes: Interpretable rules,0.0,2-s2.0-85146714877
Industrial IoT systems,"Sensor data, Streaming data",Fault prediction,Data driven,"['Adaptive Random Forest', 'Hoeffding Tree', 'Leveraging Bagging', 'SPegasos', 'Single Drift Classifier']",No,4.0,2-s2.0-85147944715
Other,Images,Moving object detection/tracking,Data driven,"Gaussian Mixture Model, shape context, HOG features, TPS transformation",Yes: feature matching and contour-based methods,0.0,2-s2.0-85170099008
Electrical power systems / Transformers,Sensor data,Fault prediction,Data driven,AI algorithms (unspecified),No,1.0,2-s2.0-85182587514
Industrial Internet of Things (IIoT) / Network management,Sensor data,"Network diagnosis, resource allocation, energy optimization, predictive maintenance",Hybrid,Not explicitly specified,No,2.0,2-s2.0-85137114362
Steel rolling mill machines,Sensor data,Fault prediction,Rules and/or logic based,Alarm system with thresholds,Yes: threshold-based alarms,3.0,2-s2.0-85124097269
Water distribution management in smart cities,Time series,"['Rainfall prediction', 'Fault prediction', 'Fault localization']",Data driven,"['Transformer', 'Ant colony optimization']",No,1.0,2-s2.0-85184977496
Industrial systems,"Sensor data, Time series",Anomaly detection,Data driven,"Transformer, Convolutional networks, Dynamic graph attention",No,4.0,2-s2.0-85185003573
Industrial systems,Sensor data,Fault prediction,Data driven,"Deep autoencoder, adversarial training",No,3.0,2-s2.0-85147963466
Hydro-generators,Unstructured data,Fault prediction,Data driven,Variational Autoencoders (VAEs),No,2.0,2-s2.0-85134895590
Vehicles,Sensor data,Anomaly detection,Data driven,Temporal Convolution Networks (TCN),No,4.0,2-s2.0-85141349307
Power distribution networks,Sensor data,Fault prediction,Data driven,Period integral method,Yes: Rule-based / heuristic method,2.0,2-s2.0-85128025756
Chemical processes / Industrial processes,"Sensor data, Discrete variables",Fault prediction,Data driven,"Graph Neural Networks (GNN), Self-attention mechanism",No,3.0,2-s2.0-85189305162
Rotating machines,Sensor data,Fault prediction,Data driven,"['Principal component analysis (PCA)', 'Kernel PCA', 'Artificial neural network (ANN)']",No,3.0,2-s2.0-85187379596
Aero-engine systems,Structured data,Fault prediction,Data driven,"Genetic algorithm, Correlation analysis, Regularized least squares (RLS)",Yes: correlation analysis and genetic algorithms are interpretable techniques,3.0,2-s2.0-85146113731
Industrial machinery,Sensor data,Remaining Useful Life,Data driven,"Machine learning, Deep learning",No,4.0,2-s2.0-85184983520
Financial systems,Structured data,Event classification,Data driven,"Online machine learning, Sliding window summarization",No,1.0,2-s2.0-85147930952
Chip manufacturing,Sensor data,Remaining Useful Life,Physics informed,"['CEEMDAN', 'Regularized particle filter']",Yes: Kurtosis-correlation coefficient criterion,4.0,2-s2.0-85147965999
Power distribution systems,Time series,Fault prediction,Data driven,Transformer Network,No,4.0,2-s2.0-85139431459
Gas turbine control systems,Sensor data,Fault prediction,Data driven,"SVM, EMD, MFO",No,2.0,2-s2.0-85116535661
Chemical processes,Structured data,Fault prediction,Rules and/or logic based,Canonical Variate Analysis (CVA),Yes: CVA,3.0,2-s2.0-85151161138
Battery systems / Energy storage,Sensor data,Remaining Useful Life,Hybrid,"Particle filter (PF), Mutation approach",No,3.0,2-s2.0-85199996864
Gas Insulated Switchgear (GIS) systems in power utilities,Sensor data,Fault prediction,Physics based,"Time-domain finite difference method, XFDTD software",Yes: physics-based modeling and simulation,2.0,2-s2.0-85176578074
Industrial IoT Systems,Sensor data,Fault prediction,Data driven,Bayesian Gaussian Mixtures,Yes: Bayesian approaches,4.0,2-s2.0-85117604812
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,Artificial neural networks,No,4.0,2-s2.0-85184997832
Hydraulics system in industrial equipment,Sensor data,Remaining Useful Life,Data driven,,No,3.0,2-s2.0-85136997057
Industrial systems / Equipment condition monitoring,"['Sensor data', 'Time series']","['Fault prediction', 'Root cause analysis']",Data driven,"Pulse control analysis, spectral analysis",Yes: Spectral analysis and defect location methods are interpretable,2.0,2-s2.0-85116293640
Aircraft engines,"Sensor data, Time series",Remaining Useful Life,Data driven,"Autoencoder, BiGRU, Bayesian optimization",No,4.0,2-s2.0-85177601903
Manufacturing/Packaging,Sensor data,Data integrity verification,Data driven,ML algorithms,No,3.0,2-s2.0-85187399490
Power systems / Power cable monitoring,Sensor data,Fault prediction,Hybrid,"['GMM', 'FBG']",Yes: interpretability of GMM and fiber sensor data,1.0,2-s2.0-85153566893
Industrial systems / Machinery,Sensor data,Fault prediction,Physics based,Mathematical modeling / Spectrum analysis,Yes: mathematical model,2.0,2-s2.0-85133133063
Aviation systems,Sensor data,Fault prediction,Data driven,Generative adversarial network (GAN),No,3.0,2-s2.0-85146244993
