"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Intelligent sensor impact on predictive maintenance program costs","2020","International Journal of Mathematics in Operational Research","1","","","1","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159781786&partnerID=40&md5=f17942f26c230b7e1e92d333f5f14e3a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85159781786"
"","","","and, Zhang R","2020","Series AC Arc fault detection method based on High-Frequency coupling sensor and Convolution neural network sensors","20","","","4910","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006904249&partnerID=40&md5=0974cc3e263e2f660215cad399246e6d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105006904249"
"","","","Design and implementation of fast fault detection in cloud infrastructure for containerized iot services","2020","Sensors (Basel, Switzerland)","","","","20","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189719176&partnerID=40&md5=7da409bec1f73cfcf68f83b9b480af2a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85189719176"
"","","","Wireless Sensor Network (WSN) untuk Predictive Maintenance Lampu Sinyal Kereta Api","2020","ELKOMIKA: Jurnal Teknik Energi Elektrik, Teknik Telekomunikasi, & Teknik Elektronika","8","2","","418","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159766040&partnerID=40&md5=9874251280eea6f3a9cb8aadd53c80c2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85159766040"
"","","","Cost-Effective IoT-Based Home Automation Fault Detection and Monitoring System","2020","IUP Journal of Electrical and Electronics Engineering","13","1","","42","50","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163181470&partnerID=40&md5=1cbfa497db2000498287cc3c2273551a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85163181470"
"","","","","2020","Degradation Assessment and Remaining Useful Life Prognostic of Centrifugal Pump Using Multi-Sensor Process Monitoring","","","","31","34","3","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85157971607&partnerID=40&md5=387f675ee61b4fd243d5c09b8b21c015","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85157971607"
"","","","AI and IoT Integration in Smart Manufacturing for Predictive Maintenance","2020","Journal of Manufacturing Science and Engineering","142","6","","061009","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010666955&partnerID=40&md5=2721821543e3c543bb784f2cdeffa91c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010666955"
"","","","Sensor network for monitoring and fault detection in drip irrigation systems based on embedded systems","2020","This Issue.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084323730&partnerID=40&md5=894c5b6cef61878d62c1e49be8d4040a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85084323730"
"","","","IoT-based fault detection and diagnosis system for solar PV panels using fuzzy logic","2020","IEEE Access","8","","","110442?","110452","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160513471&partnerID=40&md5=4cbadd7e38ee24ff0963181569ec562f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85160513471"
"","","","Deep learning methods for fault detection and classification in mmc-hvdc systems","2020","IEEE 3, MDPI, Sensors","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161215273&partnerID=40&md5=7f1fd1a09d6761ac87797a7a710369ff","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85161215273"
"","","","Timely Sensor Fault Detection Scheme based on Deep Learning","2020","J. Inst. Internet Broadcasting Commun","20","","","163","169","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132550419&partnerID=40&md5=178908c5a30b08eb7e357bdcdaf43946","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85132550419"
"","","","Selecting Suitable Sensors for Predictive Maintenance","2020","Electronics Science Technology Business","","9","","96","102","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010834844&partnerID=40&md5=b7ac2dfb23365d07f86cac37e4fa2a81","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010834844"
"","","","Sensor fault detection of pick-and-place robot based on unknown input observer","2020","Control Engineering of China","27","12","","2063","2069","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127499690&partnerID=40&md5=b6f617b2a08c8059e33543e9d88e64e0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85127499690"
"","","","Underground Cable Fault Detection System by Using IoT","2020","International Journal of Scientific Research in Network Security and Communication","8","1","","25","28","3","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143660357&partnerID=40&md5=3e6653655057585df35054d90ac752b0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85143660357"
"","","","The impact of IoT on safety-critical environments: A study of industrial safety and predictive maintenance","2020","Proceedings of the 2020 IEEE International Conference on IoT and Smart Cities (IoTSC)","","","","45","52","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004568686&partnerID=40&md5=9917ec9a3a79eee5981740eddd86ce35","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004568686"
"","","","Internet of things (iot) for predictive maintenance: State-of-the-art and challenges","2020","IEEE Access","8","","","82554","82573","19","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193808111&partnerID=40&md5=899c57a885b5f6fe1607bc9e60d83f21","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85193808111"
"","","","","2020","Sensor Network for Monitoring and Fault Detection in Drip Irrigation Systems Based on Embedded Systems","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084412097&partnerID=40&md5=27bf2362bd97f7a1dcf256e6bf48a9f8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85084412097"
"","","","IoT and AI for predictive maintenance in ZLD systems","2020","IEEE Trans. Autom. Sci. Eng.","17","3","","1460","1468","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002069359&partnerID=40&md5=70661e5ac22676372c8e9929552bf3e1","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002069359"
"","","","","2020","IoT Based Predictive Maintenance in Manufacturing Sector.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131872252&partnerID=40&md5=8078f304a0f6e22a05f11b82ef3e8dab","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85131872252"
"","","","Railway Track Fault Detection System by Using IR Sensors and Bluetooth Technology","2020","Asian Journal of Applied Science and Technology","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195206437&partnerID=40&md5=bf66cfce99667349e94166f83778e23d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85195206437"
"","","","An efficient fault detection approach for wireless sensor networks based on signal processing and machine learning","2020","IEEE Access","8","1","","187950","187963","13","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196139402&partnerID=40&md5=585a0d6fabae29ad5eaf1dc87cdf88d3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85196139402"
"","","","Refined fault detection technique in wireless sensor networks","2020","Indian Journal of Science and Technology","13","","","735","741","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132433397&partnerID=40&md5=05b7b6d5962eca9ccdbbf7eca2bbffa8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85132433397"
"","","","Fault Detection in Wireless Sensor Networks Through SVM Classifier","2020","IEEE Journals & Magazine","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109481660&partnerID=40&md5=00e44e02cd423d0b6d5bce4a01ea5938","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85109481660"
"","","","Air data sensor fault detection and diagnosis in the presence of atmospheric turbulence: theory and experimental validation with real flight data","2020","IEEE Trans. Contr. Syst. Technol.","","","","1","9","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104849899&partnerID=40&md5=669c8d2587be7f1033f5c51c2d5830d0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85104849899"
"","","","","2020","Sensor-Fault Detection, Isolation and Accommodation for Digital Twins via Modular Data-Driven Architecture.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161222509&partnerID=40&md5=f9c5302632a7a1127340637380195df8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85161222509"
"","","","","2020","SOPHIA: An Event-Based Iot and Machine Learning Architecture for Predictive Maintenance","","","","11","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003630984&partnerID=40&md5=c88c75de6e5022647f4d506b2cfe0ead","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105003630984"
"","","","Iot-based predictive maintenance for intelligent manufacturing: A review","2020","IEEE Access","8","","","2347923495","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006729666&partnerID=40&md5=c7f16294936ea49abdfb97dbe7b7e125","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105006729666"
"","","","IoT-based predictive maintenance for smart city infrastructure","2020","IEEE Transactions on Industrial Informatics","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004902295&partnerID=40&md5=5529a2d49dc188a1194ecc6eca02b984","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004902295"
"","","","Fault Detection Using Nonlinear Low-Dimensional Representation of Sensor Data","2020","IEEE","","","","1","6","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191817010&partnerID=40&md5=e764bff39785f0b34f1efb0f27a00477","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85191817010"
"","","","IoT based predictive maintenance in manufacturing sector","2020","Proceedings of the International Conference on Innovative Computing & Communications (ICICC)","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122897112&partnerID=40&md5=909b590f1d8cbc97de9a574987233d2f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85122897112"
"","","","Arduino based Single Phase Fault Detection System using IoT","2020","International Research Journal of Engineering","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131761553&partnerID=40&md5=f454584070fb8d60e7010bdb85950329","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85131761553"
"","","","New energy vehicle drive system speed sensor fault detection and fault tolerant control method","2020","Transactions of China Electrotechnical Society","35","24","","49","60","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001405330&partnerID=40&md5=7dededffcffe519fbde03971f4cadc8d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001405330"
"","","","IoT-based fault detection and diagnosis of solar PV panels using machine learning","2020","IEEE Access","8","","","168632?","168645","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160528339&partnerID=40&md5=90cd55f46feb44c15a7deb47eaa4c101","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85160528339"
"","","","Sensor fault detection with Bayesian networks","2020","The 61st SIMS Conference on Simulation and Modelling SIMS 2020 (Vol. 176)","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163078767&partnerID=40&md5=d031dd19040869d47edf838ebf85d21b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85163078767"
"","","","Combining AI and IoT for enhanced predictive maintenance in sintering plants","2020","Automation and Digital Engineering","47","3","","85","99","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004897498&partnerID=40&md5=bc500b1e25aa24ea69466a61cd072a9f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004897498"
"","","","A review of conventional fault detection techniques in solar PV systems and a proposal of long range (LoRa) wireless sensor network for module level monitoring and fault diagnosis in large solar PV farms","2020","European Journal of Electrical Engineering and Computer Science","4","6","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101672370&partnerID=40&md5=b7d674fa4ca3ed8d4843cdf9ff28aa9b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85101672370"
"","","","Choosing the most suitable predictive maintenance sensor structural health monitoring","2020","Choosing the Most Suitable Predictive Maintenance Sensor Structural Health Monitoring","","","","1","10","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116384263&partnerID=40&md5=9caf3ebfc8b6238b0700fa0fe62225e2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85116384263"
"","","","","2020","Industrial IoT: A cost-benefit analysis of predictive maintenance service","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197945360&partnerID=40&md5=2ecc5511517129a76ab1f9591019b1fe","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85197945360"
