Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
"Medical devices / Healthcare (specifically, Artificial Pancreas systems for Type 1 Diabetes management)",Sensor data,Fault prediction,Data driven,"['Local outlier factor', 'Connectivity-based outlier factor', 'Isolation forest']",Yes: Outlier detection methods are generally interpretable,3,2-s2.0-85059288908
Electric drives / Motor systems,Sensor data,Fault prediction,Hybrid,Reduced-order interval observer,Yes: interval observer,2,2-s2.0-85209255862
"Industrial systems (specifically BLdc motors in electric vehicles, drones, and industrial systems)","['Sensor data', 'Structured data']",['Fault prediction'],Rules and/or logic based,Set-membership estimation,Yes: set-membership estimation,2,2-s2.0-105000128318
Chip manufacturing,Sensor data,Fault prediction,Data driven,Not specified,No,4,2-s2.0-85166343476
Aero-engine control system,Sensor data,Fault prediction,Rules and/or logic based,"Set-membership threshold, H–=L∞ analysis","Yes: Set-membership threshold, residual evaluation",4,2-s2.0-105007497595
Electrical drives / Induction Motor systems,Sensor data,Fault prediction,Physics informed,Extended Kalman Filter (EKF),Yes: EKF,0,2-s2.0-85216310969
Electric vehicle industry,Sensor data,Fault prediction,Physics based,Vibro-inertance matrix theory (VIMT),Yes: Analytical/Physics based approach,4,2-s2.0-85149392512
Commercial vehicles / Vehicle systems,Sensor data,Fault prediction,Hybrid,"['Takagi-Sugeno fuzzy observer', 'Support Vector Machine']",Yes: Takagi-Sugeno fuzzy observer,3,2-s2.0-85133799945
Electrical motors / Electromagnetic systems,"Sensor data, Time series",Fault prediction,Data driven,Not explicitly specified in the abstract,No,2,2-s2.0-85209884580
Industrial control systems with fuzzy modeling and networked control,"Sensor data, External disturbances, Network-induced delays",Fault prediction,Hybrid,"Linear Matrix Inequality (LMI), Lyapunov stability theory","Yes: Lyapunov stability analysis, LMIs",2,2-s2.0-85112678194
Multiagent systems,Sensor data,Fault prediction,Data driven,"Data-based detection mechanisms, Fault-tolerant controllers (FTCs)",Yes: data-based detection mechanisms,2,2-s2.0-85139439004
Electrical insulation systems / High-voltage equipment,Structured data,Fault prediction,Physics based,First principles,Yes: First principles calculations,2,2-s2.0-85148434700
Marine internal combustion engines,Sensor data,Fault prediction,Rules and/or logic based,"Differential and algebraic residuals, combinatorial decision logic",Yes: decision logic and residual analysis,3,2-s2.0-85190170642
Aerospace systems,System inputs and outputs,Sensor fault detection and estimation,Rules and/or logic based,"Sliding mode observer, Sliding mode control",Yes: Sliding mode techniques are generally interpretable,1,2-s2.0-85112618957
Multiagent Systems (MASs) in control and security,Structured data,Fault prediction,Rules and/or logic based,Control protocols and attack-resilient control frameworks,Yes: Rules-based control strategies,0,2-s2.0-85179809793
Electrical machinery / Electrical systems,Sensor data,Fault prediction,Physics based,Finite element simulation,Yes: Physics based methods,4,2-s2.0-85080954801
"Multiagent systems (e.g., quadrotors)",Structured data,Fault prediction,Rules and/or logic based,"Sliding-mode observer, Event-triggered control","Yes: Rules and logic-based mechanisms (sliding-mode observer, event-triggered control)",2,2-s2.0-85215846354
Sensor networks in networked systems,Sensor data,Fault prediction,Rules and/or logic based,Set-membership filtering,Yes: Set-membership filtering,2,2-s2.0-85081638318
Power transformers / Electrical systems,Sensor data,Remaining Useful Life,Data driven,Not explicitly specified,No,2,2-s2.0-85098011932
Polarimetric imaging / Advanced optical imaging,Images,Reconstructed or demosaiced polarimetric images,Data driven,"Generative Adversarial Networks (GANs), Attention mechanisms",No,0,2-s2.0-85192991832
Aerospace systems / Flight data,Sensor data,Fault prediction,Data driven,Adaptive estimation algorithm,No,2,2-s2.0-85112758184
Pipeline systems,Sensor data,Leakage detection,Data driven,"Naive Bayes classifier, Kernel density estimation",Yes: Naive Bayes classifier,2,2-s2.0-85130422314
Other,Images,Fault prediction,Data driven,CNN,No,0,2-s2.0-85060500921
Other,Structured data,Fault prediction,Data driven,"Graph modeling, Self-training",No,0,2-s2.0-85181570936
Robotics / Industrial manipulators,Sensor data,Joint angle estimation,Data driven,"Sensor fusion, quaternion estimation, experimental validation",Yes: Interpretable sensor fusion methods and validation experiments,0,2-s2.0-85091306471
Industrial motors and electrical systems,Sensor data,Fault prediction,Data driven,,No,4,2-s2.0-85090577596
Rotating machinery systems,Sensor data,Fault prediction,Data driven,"['Compressed sensing', 'Deep learning', 'Softmax classifier']",No,3,2-s2.0-85076673386
"Industrial equipment / machinery (rotating machinery, washing equipment)",Sensor data,Remaining Useful Life,Data driven,Self-attention mechanism (related to Transformer models),No,4,2-s2.0-85103563633
Power electronics systems,Structured data,Fault prediction,Data driven,Experimental design,No,0,2-s2.0-85084190064
Aerospace / Aero-propulsion systems,"Sensor data, Time series",Remaining Useful Life,Data driven,Multiscale cross-channel attention network (MSCCAN),No,4,2-s2.0-105001545509
Manufacturing/Industrial machinery,Sensor data,Remaining Useful Life,Data driven,Deep Learning (separable convolution neural network),No,4,2-s2.0-85122276831
Manufacturing / Industrial equipment,Sensor data,Remaining Useful Life,Data driven,"State-space model, Particle filtering",Yes: State-space models and particle filtering are interpretable techniques,4,2-s2.0-85096867040
Chip manufacturing,Images,Fault prediction,Data driven,"MobileNetV3, Low-rank representation networks",No,4,2-s2.0-105001086669
"Industrial systems (industrial internet of things, iron-making factory)",Time series,Fault prediction,Rules and/or logic based,"Signal Temporal Logic, Reinforcement Learning",Yes: Signal Temporal Logic formulas,4,2-s2.0-85089572292
Overhead distribution feeders,Sensor data,Fault prediction,Data driven,"['Wavelet transform', 'Neural network']",No,3,2-s2.0-85098890510
Industrial systems,Time series,Remaining Useful Life,Data driven,"['Tensor-based t-SVD', 'LSTM']",No,4,2-s2.0-85142815014
Photovoltaic (PV) systems,Sensor data,Fault prediction,Data driven,Differential voltage measurement,Yes: Differential voltage measurement,3,2-s2.0-85103429943
Aeroengine systems,Sensor data,Remaining Useful Life,Data driven,"['Graph neural network (GNN)', 'GRU', 'Attention mechanisms', 'Transformer']",No,4,2-s2.0-105005372511
Industrial systems,"Time series, Images",Fault prediction,Data driven,"Tensor robust principal component analysis, Intuitionistic fuzzy support tensor machine, Pinball loss",No,3,2-s2.0-85151388993
Rotating machinery / Mechanical systems,"['Sensor data', 'Images']",['Fault prediction'],Data driven,"['Deep Convolutional Neural Network (DCNN)', 'Support Vector Machine (SVM)', 'Principal Component Analysis (PCA)']",No,2,2-s2.0-85162613342
Electric aircraft propulsion systems,"['Sensor data', 'Time series']",['Fault prediction'],Physics based,"Harmonic analysis, mathematical modeling","Yes: Mathematical modeling, threshold-setting methods",2,2-s2.0-105005894634
"Mechanical systems (e.g., cylindrical rolling bearing, planetary gearbox)",Sensor data,Fault prediction,Data driven,Convolutional Neural Networks (CNN),No,3,2-s2.0-85151357312
Lithium-ion batteries for energy storage systems,Sensor data,State of charge estimation,Data driven,"Extended Kalman Filter, Holt's exponential smoothing",Yes: Kalman filter and Holt's method are interpretable techniques,2,2-s2.0-85137897124
Autonomous Underwater Vehicles,Structured data,Fault prediction,Rules and/or logic based,"Set-membership estimation, Zonotopes","Yes: Set-based, interpretability through set intersection analysis",2,2-s2.0-105011158344
Other,Sensor data,Distance estimation / Localization,Data-driven,"Not explicitly specified, but based on measurement and anomaly detection, likely involves traditional statistical or machine learning techniques",No,2,2-s2.0-85127063128
Rotating machinery,Sensor data,Fault prediction,Data driven,"Deep learning, Encoder networks",No,3,2-s2.0-85173042232
Oil pipeline systems,Sensor data,Temperature prediction,Physics based,"Inverse modeling, analytical expressions","Yes: Analytical expressions, physics-based models",2,2-s2.0-85097949969
Rotating machinery / Bearings,Sensor data,Fault prediction,Data driven,Attention mechanism,Yes: Attention-based method,4,2-s2.0-85201272313
Chip manufacturing,"Time series, Images",Fault prediction,Data driven,"Stacked sparse autoencoder (SSAE), Deep neural networks, Convolutional neural networks (CNNs)",No,4,2-s2.0-85087830421
Electric vehicles (EVs) / Battery systems,Sensor data,Remaining Useful Life,Hybrid,"['Generative adversarial imputation nets (GAIN)', 'Stacked denoised autoencoder with Kriging (SDAE-Kriging)']",No,4,2-s2.0-86000596418
IoT infrastructures,Sensor data,Anomaly detection,Data driven,Generative adversarial networks (GANs),No,2,2-s2.0-85113860766
Mechanical systems (related to fault diagnosis in machinery like axial flow pumps and gearboxes),"Sensor data, Time series",Fault prediction,Data driven,Graph neural networks (GNN),Yes: attention mechanism,4,2-s2.0-85194031883
Industrial systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['Fourier transform', 'Variational encoder-classifier network', 'Extreme value theory', 'Entropy-based discriminators']",No,4,2-s2.0-85129382430
Electrical switchgear systems in the electrical or energy industry,Sensor data,Risk assessment of electrical defects,Statistical modeling,Statistical probability distribution,Yes: statistical probability models,2,2-s2.0-85166752658
Aerospace systems / Aircraft turbine engine,Sensor data,Remaining Useful Life,Data driven,"Particle filter, Multiobjective grasshopper optimization algorithm",No,2,2-s2.0-85095724707
Electrical motors in industrial applications,"['Sensor data', 'Time series']","['Fault prediction', 'Health assessment']",Data driven,"['Bicoherence analysis', 'Fuzzy C-Means clustering']",Yes: Fuzzy C-Means clustering,4,2-s2.0-85114708991
Wind turbines,Sensor data,Fault prediction,Data driven,"Siamese network, Graph attention network, Gated recurrent unit",No,4,2-s2.0-85189620484
Linear motion guide systems,Sensor data,Fault prediction,Data driven,Convolutional Neural Network (CNN),Yes: Frequency domain-based grad-CAM,4,2-s2.0-85102338027
Induction motors / Electrical systems,Sensor data,Fault prediction,Physics based,Finite element analysis,Yes: physical characterization and flux sensor design,2,2-s2.0-85196077027
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['Graph Attention Network (GAT)', 'BiLSTM', 'Multiscale pooling attention']",No,4,2-s2.0-105003089097
Chip manufacturing,Sensor data,Fault prediction,Data driven,Wasserstein Generative Adversarial Network (WGAN),No,4,2-s2.0-105008582964
Robotic spot-welding process,Sensor data,Fault prediction,Hybrid,"['CNN', 'Gradient-weighted class activation mapping']",Yes: Gradient-weighted class activation mapping,4,2-s2.0-85133767946
Industrial systems,Sensor data,Fault prediction,Data driven,"Deep neural network, Kernel density estimator",No,4,2-s2.0-85101477667
Manufacturing systems,Sensor data,Fault prediction,Deep learning,"CNN, Multisensor fusion (via RGB image conversion), Residual networks",No,4,2-s2.0-85112647971
Manufacturing processes,"['Sensor data', 'Images', 'Video data']",['Fault prediction'],Data driven,"['Multitask learning', 'Attention-based feature fusion network']",No,4,2-s2.0-85211478356
Electric motors / Motor control systems,Sensor data,Fault prediction,Data driven,"Adaptive thresholding, fault detection algorithms",Yes: Adaptive threshold method,2,2-s2.0-85111846548
"Chemical industry / Hazardous event detection in chemical, plastics, or nuclear power facilities",Sensor data,Fault prediction,Data driven,"Probabilistic models, Pattern matching, Online learning",Yes: Probabilistic models and pattern matching provide interpretability,2,2-s2.0-85073682619
Chip manufacturing,Sensor data,Fault prediction,Physics based,Finite-element modeling,Yes: Mathematical and physical modeling,4,2-s2.0-85100455673
Manufacturing plants,Sensor data,Fault prediction,Data driven,"Feature selection, local models (implied, not explicitly named)",Yes: feature selection,3,2-s2.0-85112406862
Industrial systems / Nondestructive testing of steel wire ropes,Sensor data,Fault prediction / Fault diagnosis,Data driven,"Signal processing, filtering, sensor fusion",Yes: Signal filtering and fusion techniques are interpretable,2,2-s2.0-85097344417
Autonomous vehicle networks,"Local relative measurements, onboard sensors",Fault prediction,Hybrid,"H∞ optimization, information entropy method",Yes: information entropy method,4,2-s2.0-105001207137
Electric Vehicles,Sensor data,Fault prediction,Data driven,"['Autoencoder', 'Gated Recurrent Unit (GRU)', 'Empirical Mode Decomposition (EMD)', 'Fast Fourier Transform (FFT)', 'Discrete Wavelet Decomposition (DWT)']",No,2,2-s2.0-86000376854
