Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Industrial motors / Electric motors,Sensor data,Fault prediction,Data driven,"Tunable Q Wavelet Transform (TQWT), spectral band analysis",Yes: spectral band analysis and energy variation interpretation,4,2-s2.0-85123501879
"Industrial systems (general), possibly electrical machinery",Structured data,Fault prediction,Rules and/or logic based,"Linear matrix inequality (LMI) approach, H∞ optimization","Yes: Linear matrix inequality (LMI) approach, rule-based methods",2,2-s2.0-85118606064
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,"Support Vector Machine (SVM), Discrete Wavelet Transform, Mahalanobis distance",No,3,2-s2.0-85075366201
Industrial Systems / Rotating Machinery,Sensor data (ultrasound signals),Fault prediction,Data driven,"Envelope analysis, signal processing techniques (high-pass filters, envelope detection)",Yes: Signal processing and envelope technique are interpretable methods,4,2-s2.0-85175371609
Wastewater treatment plants,Sensor data,Data quality control / Fault detection,Data driven,LSTM autoencoder,No,2,2-s2.0-85191427879
Underwater Wireless Sensor Networks (UWSNs),Sensor data,Fault prediction,Data driven,Hidden Poisson Markov model,Yes: Analytical network process model,1,2-s2.0-85096232650
Gas turbines / Industrial turbines,Sensor data,Fault prediction,Data driven,"['Decision trees', 'k-nearest neighbors', 'Extremely randomized trees']","Yes: Decision trees, extremely randomized trees, k-nearest neighbors",4,2-s2.0-85188239092
Industrial systems - bearing systems,Sensor data,"['Remaining Useful Life', 'Fault prediction']",Data driven,"['Autoencoder-LSTM', 'K-means clustering']",Yes: Fault pattern classification with clustering and feature ranking,4,2-s2.0-85214509547
HVAC systems,"Sensor data, Time series",Fault prediction,Hybrid,"Energy consumption correlation (ECC), Data preprocessing techniques",No,4,2-s2.0-85189041526
Wireless Sensor Networks,Sensor data,Optimal cluster head localization,Hybrid,['Genetic Algorithm'],No,2,2-s2.0-85202496885
HVAC systems,Sensor data,Fault prediction,Data driven,"Stacking ensemble, PCA, One-class SVM, K-Means, Autoencoder","Yes: Fault-discrimination information, ROC, FPR performance metrics",4,2-s2.0-85109580928
Power transformer monitoring,Sensor data,Fault prediction,Physics based,Electromagnetic simulation (CST software),Yes: electromagnetic simulation,2,2-s2.0-85090657516
Solar energy systems,Sensor data,"['Fault prediction', 'Remaining Useful Life']",Data driven,"['K-Means Clustering', 'Support Vector Machine (SVM)', 'LSTM', 'Prophet', 'Isolation Forest']","Yes: Support Vector Machine (SVM), K-Means Clustering, Isolation Forest",4,2-s2.0-105009213475
Fiber optic telecommunications networks,"Fiber Bragg Grating sensor data, optical signals, spectral analysis",Fault prediction / Fault detection,Data driven,"Spectral analysis, signal processing",Yes: spectral analysis and signal interpretation,0,2-s2.0-85087417915
Aviation systems,Time series,Remaining Useful Life,Data driven,LSTM,No,2,2-s2.0-85120473275
Industrial pumps / Pump systems,Sensor data,Fault prediction,Physics based,Simulation modeling / Numerical analysis,Yes: Physics based simulation,2,2-s2.0-85094611688
HVAC systems,Sensor data,Fault prediction,Data driven,"[' ensemble models (random forest, XGBoost, LightGBM, CatBoost)', 'SHAP analysis']",Yes: SHAP analysis,4,2-s2.0-85187797481
Commercial buildings,Structured data,Fault prediction,Knowledge based,"Feature engineering, Digital twin, BIM integration",Yes: Interpretable features and BIM-based knowledge model,4,2-s2.0-85188113120
Healthcare buildings,Sensor data,Fault prediction,Rules and/or logic based,Limit checking / Thresholding,Yes: Limit checking / Thresholds,4,2-s2.0-85125493916
Chip manufacturing,Sensor data,Fault prediction,Data driven,"['Logistic regression', 'k-nearest neighbors', 'Support vector machines', 'Decision trees', 'Random forest', 'Naive Bayes']","Yes: Decision trees, Random forest",4,2-s2.0-105008232446
Industrial systems/Devices,"Sensor data, Multimodal data",Fault prediction,Data driven,"CNN, SDAE",No,3,2-s2.0-85108732411
Industrial process plants,Sensor data,Fault prediction,Data driven,"ICA, PCA","Yes: ICA, PCA",3,2-s2.0-85103158246
Robotic systems / Mechanical components,"Sensor data (vibration, acoustic emission, electrical current)",Fault prediction,Data driven,Deep learning,No,2,2-s2.0-85144648871
Automotive systems,Sensor data,Remaining Useful Life,Data driven,NARX (Nonlinear Autoregressive Network with Exogenous inputs),No,3,2-s2.0-85091427961
"Industrial systems with rotating equipment (general), likely applicable to manufacturing or machinery maintenance","['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,"['Autoregressive Markov regime switching (ARMRS)', 'Dempster-Shafer combination rules', 'Fuzzy c-means clustering']","Yes: Dempster-Shafer combination rules, Fuzzy c-means clustering, ARMRS",4,2-s2.0-85090355439
,,,,,,,2-s2.0-85206934786
Rotating machinery / Mechanical systems,Sensor data,Fault severity classification,Data driven,KNN,Yes: feature analysis and statistical features,4,2-s2.0-85142452476
"Industrial systems involving induction machines, specifically electric motors and fault diagnosis in motor systems","Sensor data, Time series",Fault prediction,Data driven,"Wavelet transform (DWT), Neural network (multi-layer Perceptron)",No,1,2-s2.0-85103628765
Industrial systems / Manufacturing,"Sensor data, Time series",Fault prediction,Data driven,"Random forest, LSTM",No,4,2-s2.0-85091110207
Industrial equipment maintenance,"Sensor data, Time series",Remaining Useful Life,Data driven,Independently Recurrent Neural Network (IndRNN),Yes: increased interpretability of neural networks,4,2-s2.0-85098918233
Bridge infrastructure / Civil engineering,Sensor data,Fault prediction / Anomaly detection,Data driven,"Feature vector analysis, Statistical analysis",Yes: Feature-based interpretation,4,2-s2.0-85152238344
Manufacturing equipment (drilling machine),Images (Gramian Angular Field and Markov Transition Field encoding of sound signals),Fault prediction,Data driven,"ResNet50, InceptionV3",No,2,2-s2.0-85217283345
Building energy systems,Sensor data,Data accuracy or sensor calibration quality,Bayesian inference,"Bayesian inference, Markov Chain Monte Carlo",Yes: Bayesian inference,4,2-s2.0-85086478963
Aero-engine systems,Sensor data,Fault prediction,Data driven,"Orthogonal-complement-structure observer, Dynamic threshold algorithm, Isolation Forest (IF), Box-plot sliding window",Yes: Rule-based thresholding and anomaly detection techniques,2,2-s2.0-105002632111
HVAC systems,['Sensor data'],['Fault prediction'],Data driven,"['Support Vector Machines (SVM)', 'Radial basis function neural network', 'Principal component analysis (PCA)', 'Kernel PCA']",No,4,2-s2.0-85082871555
Other,Structured data,Fault prediction,Hybrid,Extended Kalman filter,Yes: Extended Kalman filter,2,2-s2.0-85167515623
Transportation infrastructure,['Unstructured data'],"['Resource optimization', 'Real-time decision-making']",Hybrid,Not specifically mentioned,No,1,2-s2.0-85213255831
Battery systems / Energy storage,Sensor data (Voltage data),Fault prediction,Data driven,"Correlation coefficients, voltage difference analysis","Yes: Correlation coefficients, voltage difference variation",3,2-s2.0-85122482080
Rotating machinery systems,Sensor data,Remaining Useful Life,Physics informed,"Deep separable convolutional network, Self-attention mechanisms, Physics-informed neural networks (PINNs)",Yes: Attention mechanisms and physics-informed structure,4,2-s2.0-85196910550
HVAC systems,Structured data,Fault prediction,Hybrid,"['Gray-box model', 'Black-box model']",Yes: Gray-box model,4,2-s2.0-85181085505
Automobile manufacturing / Factory automation,Sensor data,Fault prediction,Data driven,"['Recurrent Neural Network (RNN)', 'LSTM', 'GRU']",No,2,2-s2.0-85208998189
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['Multi-scale Convolutional Neural Network (MS-CNN)', 'LSTM', 'SVM']",Yes: Offset analysis with SVM for cause identification,4,2-s2.0-85175328552
Industrial systems / Motors,Sensor data,Fault prediction,Data driven,Genetic optimization / AutoML,No,3,2-s2.0-85187460340
HVAC systems,Sensor data,Fault prediction,Hybrid,"['Ensemble empirical mode decomposition', 'K-means', 'Gaussian mixture model']",Yes: K-means (interpretable clustering),4,2-s2.0-85139126518
Electric vehicles / Battery management systems,Sensor data,Fault prediction,Data driven,"['K-Nearest Neighbour (KNN)', 'Fuzzy logic', 'PID control']",Yes: Fuzzy logic,4,2-s2.0-85200055317
Mining/Drilling operations,Sensor data,Measurement of drilling depth,Data driven,"Multi-sensor data fusion, adaptive weighted fusion algorithm",Yes: Data fusion with adaptive weighting,3,2-s2.0-85132779779
Wireless Sensor Networks,Sensor data,Network lifetime extension,Hybrid,"Clustering, Energy-aware algorithms",No,2,2-s2.0-85101150818
HVAC systems,Sensor data,Fault prediction,Hybrid,"['Improved Fireworks Algorithm (IFWA)', 'Long Short-Term Memory (LSTM)', 'Independent Component Analysis (ICA)', 'K-Nearest Neighbors (KNN)']",No,4,2-s2.0-85176609909
Commercial buildings,Sensor data,Fault prediction,Hybrid,"Digital Twin technology, IoT sensors",Yes: Digital Twin technology,5,2-s2.0-85215001379
Healthcare systems (specifically medical devices and tele-radiology),"['Sensor data', 'Time series']",['Fault prediction'],Data driven,['Artificial Neural Network (ANN)'],No,2,2-s2.0-85172346308
Industrial IoT systems,Structured data,Fault prediction,Data driven,Federated continual learning,No,4,2-s2.0-85218492800
Aeroengine systems,"Sensor data, Actuator data",Fault prediction,Hybrid,"Hybrid fault observers (HFOs), nonlinear fault-tolerance estimator (NFTE)","Yes: Rules and logic based (hybrid fault observers, fault-tolerance estimator)",3,2-s2.0-85075071429
Automotive systems,Time series,Fault prediction,Data driven,Convolutional Neural Networks (CNN),No,2,2-s2.0-85175354891
Manufacturing equipment,Sensor data,Fault prediction,Data driven,Principal Component Analysis (PCA),Yes: PCA,2,2-s2.0-85140787081
IoT-based data transmission in sensor networks,Sensor data,Fault prediction,Data driven,"Deep Learning, Grouped-Bee Colony (GBC) algorithm",No,1,2-s2.0-85185686477
Computer centers / Industry 4.0,"Sensor data, Time series",Fault prediction and diagnosis,Data driven,"['Support Vector Machine (SVM)', 'FTASL-LSTM']",No,4,2-s2.0-85090658937
Renewable energy systems / Grid-side converters,Sensor data,Fault prediction / Sensor fault isolation,Model-based,Adaptive estimation schemes,"Yes: Model-based, fault isolation schemes are interpretable",2,2-s2.0-85208233678
HVAC systems,Sensor data,Fault prediction,Data driven,Auto-Associative Neural Network (AANN),No,5,2-s2.0-85072536960
"Civil, Mechanical, Aerospace industries","['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,,Yes: linear correlation and resistance thresholds,3,2-s2.0-85172250391
Commercial buildings,Sensor data,Fault prediction,Rules and/or logic based,Performance assessment rules,Yes: rule-based,4,2-s2.0-85096367885
Industrial systems / machinery (specifically motors and sensors),Sensor data,Fault prediction,Data driven,Deep Neural Network (DNN),No,3,2-s2.0-105001494034
Commercial buildings,Sensor data,Fault prediction,Hybrid,"Attention-aware autoencoders, Gated Recurrent Unit (GRU)",Yes: attention mechanisms and autoencoders,5,2-s2.0-85202799732
Robotics / Industrial automation,Images,Fault prediction,Data driven,Convolutional Neural Network (CNN),No,0,2-s2.0-85178665486
Air quality monitoring,['Structured data'],['Pollutants concentration prediction'],Data driven,"['Random Forest', 'Support Vector Regression']",No,2,2-s2.0-85093821240
Manufacturing systems,Sensor data,Fault prediction,Data driven,"Pattern recognition, Clustering",Yes: Statistical load profiling and deviation analysis,3,2-s2.0-85088395653
"Aerospace/Jet Engines (implied by C-MAPSS dataset, commonly used in turbofan engine prognostics)","Sensor data, Time series",Remaining Useful Life,Data driven,Dilated Convolutional Neural Network (D-CNN),No,4,2-s2.0-85091104245
Building energy systems,Sensor data,Fault prediction,Data driven,Not specified,No,4,2-s2.0-85138809427
Motor drive systems,Sensor data,Fault prediction,Data driven,Fault detection and diagnosis algorithms (unspecified in abstract),No,2,2-s2.0-85099619146
HVAC systems,"Sensor data, Time series",Fault prediction,Data driven,"TimesNet, ConvNext, multi-layer perceptron",No,4,2-s2.0-85216987569
Heat pump systems,Sensor data,Fault prediction,Data driven,Not specified,No,4,2-s2.0-85207690899
Biomedical devices / Neonatal incubators,Sensor data,Fault prediction,Data driven,"['Decision Tree (DT)', 'Support Vector Machine (SVM)', 'Neural Network (NN)']",Yes: Decision Tree,4,2-s2.0-85147294087
Mechatronics / Industry 4.0,"Sensor data, Time series, Structured data","Remaining Useful Life, Fault prediction",Data driven,"Support Vector Machines (SVM), Convolutional Neural Networks (CNN), Recurrent Neural Networks (RNN), Random Forests (RF)",No,4,2-s2.0-85194272639
Other,Structured data,Fault prediction,Physics informed,Density functional theory (DFT),Yes: DFT calculations,1,2-s2.0-105011041025
Manufacturing systems,Sensor data,Other,Data driven,"Data analysis algorithms, performance analysis algorithm, wireless communication (e.g., Google Apps Script)",Yes: performance analysis algorithm (interpretable rule-based or performance metrics),2,2-s2.0-85186616964
HVAC systems,Sensor data,Fault prediction,Data driven,"['Principal Component Analysis (PCA)', 'Bayesian Inference (BI)', 'Improvements in Bayesian inference']","Yes: PCA, Bayesian Inference",5,2-s2.0-85179890302
